,County,Vote Center ID,Address,City
864,DEKALB,44100,3142 LAWRENCEVILLE HWY,TUCKER
865,DEKALB,44100,3142 LAWRENCEVILLE HWY,TUCKER
866,DEKALB,44006,6920 MAIN STREET,LITHONIA
867,DEKALB,44102,2440 PHILLIPS ROAD,LITHONIA
868,DEKALB,44195,4137 LIVSEY ROAD,TUCKER
869,DEKALB,44104,5776 MARBUT ROAD,LITHONIA
870,DEKALB,44105,1634 KNOB HILL DR NE,ATLANTA
871,DEKALB,44429,586 CANDLER PARK DR  A,ATLANTA
872,DEKALB,44112,3836 MIDVALE ROAD,TUCKER
873,DEKALB,44218,2645 DEKALB MEDICAL PARKWAY,LITHONIA
874,DEKALB,44218,2645 DEKALB MEDICAL PARKWAY,LITHONIA
875,DEKALB,44114,2215 MILLER ROAD,DECATUR
876,DEKALB,44333,"1680 CLAIRMONT PLACE, NE",ATLANTA
877,DEKALB,44374,3995 ASHFORD DUNWOODY RD,ATLANTA
878,DEKALB,44374,3995 ASHFORD DUNWOODY RD,ATLANTA
879,DEKALB,44118,6015 OLD STONE MOUNTAIN ROAD,STONE MOUNTAIN
880,DEKALB,44119,1983 BROCKETT ROAD,TUCKER
881,DEKALB,44120,6775 SOUTH GODDARD ROAD,LITHONIA
882,DEKALB,44122,3981 MCGILL DRIVE,DECATUR
883,DEKALB,44433,1561 MCLENDON AVENUE NE,ATLANTA
884,DEKALB,44433,1561 MCLENDON AVENUE NE,ATLANTA
885,DEKALB,44108,923 VALLEY BROOK ROAD,DECATUR
886,DEKALB,44123,8350 ROCKBRIDGE ROAD,LITHONIA
887,DEKALB,44124,6400 WOODROW ROAD,LITHONIA
888,DEKALB,44126,3592 FLAT SHOALS ROAD,DECATUR
889,DEKALB,44310,5676 ROBERTS DRIVE,DUNWOODY
890,DEKALB,44311,4805 TILLY MILL RD,DORAVILLE
891,DEKALB,44131,1857 OAK GROVE ROAD,ATLANTA
892,DEKALB,44209,3574 OAKVALE RD,DECATUR
893,DEKALB,44132,3150 WILLOW OAK WAY,DORAVILLE
894,DEKALB,44133,222 EAST LAKE DR,DECATUR
895,DEKALB,44135,3261 PANOLA ROAD,LITHONIA
896,DEKALB,44136,2170 PANOLA WAY COURT,LITHONIA
897,DEKALB,44229,4000 COVINGTON HWY,DECATUR
898,DEKALB,44412,1530 JOY LANE,DECATUR
899,DEKALB,44412,1530 JOY LANE,DECATUR
900,DEKALB,44312,4664 N PEACHTREE ROAD,DUNWOODY
901,DEKALB,44312,4664 N PEACHTREE ROAD,DUNWOODY
902,DEKALB,44216,1321 SOUTH DESHON RD,LITHONIA
903,DEKALB,44142,2801 KELLEY CHAPEL ROAD,DECATUR
904,DEKALB,44143,2778 SNAPFINGER ROAD,DECATUR
905,DEKALB,44144,1914 S STONE MOUNTAIN-LIT RD,LITHONIA
906,DEKALB,44145,1775 YOUNG ROAD,LITHONIA
907,DEKALB,44146,1569 WELLBORN ROAD,LITHONIA
908,DEKALB,44061,5234 LAVISTA RD,TUCKER
909,DEKALB,44148,220 WEST COLLEGE AVENUE,DECATUR
910,DEKALB,44077,385 GLENDALE ROAD,SCOTTDALE
911,DEKALB,44149,1130 ROCK CHAPEL ROAD,LITHONIA
912,DEKALB,44149,1130 ROCK CHAPEL ROAD,LITHONIA
913,DEKALB,44150,5135 MEMORIAL DRIVE,STONE MOUNTAIN
914,DEKALB,44427,445 HALWICK WAY,STONE MOUNTAIN 
915,DEKALB,44202,2162 SECOND AVE,DECATUR
916,DEKALB,44202,2162 SECOND AVE,DECATUR
917,DEKALB,44222,"1804 BOULDERCREST RD,SE",ATLANTA
918,DEKALB,44152,1317 S INDIAN CREEK DR,STONE MOUNTAIN
919,DEKALB,44153,1865 ALDERBROOK RD NE,ATLANTA
920,DEKALB,44325,"240 CANDLER RD, SE-GYMNASIUM A",ATLANTA
921,DEKALB,44419,"240 CANDLER RD, SE GYMNASIUM B",ATLANTA 
922,DEKALB,44155,5333 SALEM ROAD,LITHONIA
923,DEKALB,44156,1040 KINGWAY DRIVE,LITHONIA
924,DEKALB,44159,5901 HUGH HOWELL RD,STONE MOUNTAIN
925,DEKALB,44160,1365 SNAPFINGER ROAD,DECATUR
926,DEKALB,44434,4065 SNAPFINGER RD,LITHONIA
927,DEKALB,44378,3110 ASHFORD DUNWOODY RD,ATLANTA
928,DEKALB,44164,1704 S STONE MTN-LITHONIA ROAD,LITHONIA
929,DEKALB,44217,"1790 LAVISTA RD.,NE",ATLANTA
930,DEKALB,44165,701 STEPHENSON ROAD,STONE MOUNTAIN
931,DEKALB,44166,922 STEPHENSON ROAD,STONE MOUNTAIN
932,DEKALB,44167,4900 SHEILA LANE,STONE MOUNTAIN
933,DEKALB,44210,6720 JAMES B RIVERS DR,STONE MOUNTAIN
934,DEKALB,44211,4301 SARR PARKWAY,STONE MOUNTAIN
935,DEKALB,44417,3123 KLONDIKE ROAD,LITHONIA
936,DEKALB,44169,2629 HUBER STREET,LITHONIA
937,DEKALB,44170,4228 GLENHAVEN DRIVE,DECATUR
938,DEKALB,44171,724 ROCK CHAPEL ROAD,LITHONIA
939,DEKALB,44301,5067 CHAMBLEE DUNWOODY ROAD,DUNWOODY
940,DEKALB,44103,735 SYCAMORE DRIVE,DECATUR
941,DEKALB,44175,300 CLUB HOUSE DR,PINE LAKE
942,DEKALB,44177,2701 OAKLAND TERRACE,DECATUR
943,DEKALB,44147,2397 FOURTH ST,TUCKER
944,DEKALB,44376,"1375 FERNWOOD CIRCLE, NE",ATLANTA
945,DEKALB,44157,1198 N VALLEY BROOK ROAD,DECATUR
946,DEKALB,44157,1198 N VALLEY BROOK ROAD,DECATUR
947,DEKALB,44183,1170 NORTH HAIRSTON ROAD,STONE MOUNTAIN
948,DEKALB,44098,3039 SANTA MONICA DRIVE,DECATUR
949,DEKALB,44185,3075 ALTON ROAD,CHAMBLEE
950,DEKALB,44188,5171 REDAN ROAD,STONE MOUNTAIN
951,DEKALB,44187,2861 WESLEY CHAPEL ROAD,DECATUR
952,DEKALB,44193,4120 CEDAR RIDGE TRAIL,STONE MOUNTAIN
953,DEKALB,44203,440 WICKSBURY WAY,STONE MOUNTAIN
954,DODGE,45002,4980 HWY 341,CHANUCEY
955,DODGE,45003,104 CHESTER AVE N,CHESTER
956,DODGE,45004,27 JOINER CREEK RD,HELENA
957,DODGE,45008,3181 ANTIOCH CHURCH RD,EASTMAN
958,DODGE,45009,28 RAILROAD AVENUE,COCHRAN
959,DODGE,45010,70 JAYBIRD SPRINGS RD,CHAUNCEY
960,DODGE,45011,1112 NEW UNION CHURCH RD,EASTMAN
961,DODGE,45012,2378 CHAUNCEY-RHINE HIGHWAY,EASTMAN
962,DODGE,45013,32 SEABORN ST,MILAN
963,DODGE,45014,7 JIM ROSS RD,EASTMAN
964,DODGE,45015,6 FIREHOUSE RD,EASTMAN
965,DODGE,45016,1309 BELL LINE ROAD,EASTMAN
966,DODGE,45017,252 2ND ST,RHINE
967,DODGE,45005,1670 COLLEGE ST,EASTMAN
968,DODGE,45018,4212 RHINE HIGHWAY,EASTMAN
969,DODGE,45019,2132 EMPIRE-CHESTER HIGHWAY,COCHRAN
970,DOOLY,46002,526 CENTRAL AVENUE,BYROMVILLE
971,DOOLY,46006,220 HIGHWAY 90,LILLY
972,DOOLY,46015,285 FULLINGTON AVENUE,PINEHURST
973,DOOLY,46009,563 W RAILROAD ST,UNADILLA
974,DOOLY,46016,402 HAWKINSVILLE ROAD,VIENNA
975,DOUGHERTY,47074,1700 CORDELL AVE,ALBANY
976,DOUGHERTY,47017,1425 W OAKRIDGE DRIVE,ALBANY
977,DOUGHERTY,47016,1028 MCKINLEY ST,ALBANY
978,DOUGHERTY,47019,505 BYRON PLANTATION RD,ALBANY
979,DOUGHERTY,47009,2126 W EDGEWATER DR,ALBANY
980,DOUGHERTY,47068,2400 GILLIONVILLE ROAD,ALBANY
981,DOUGHERTY,47002,416 N WESTOVER BLVD,ALBANY
982,DOUGHERTY,47003,3404 GILLIONVILLE ROAD,ALBANY
983,DOUGHERTY,47004,2234 CUTTS AVE,ALBANY
984,DOUGHERTY,47023,1305 E 2ND AVE,ALBANY
985,DOUGHERTY,47005,1215 LILY POND RD,ALBANY
986,DOUGHERTY,47007,1129 WHITNEY AVE,ALBANY
987,DOUGHERTY,47032,302 VICK ST,ALBANY
988,DOUGHERTY,47014,1601 FLORENCE DR,ALBANY
989,DOUGHERTY,47020,120 SUNSET LN,ALBANY
990,DOUGHERTY,47024,1905 M L KING JR DR,ALBANY
991,DOUGHERTY,47018,1600 PALMYRA RD,ALBANY
992,DOUGHERTY,47022,2410 SYLVESTER RD,ALBANY
993,DOUGHERTY,47006,311 W 3RD AVE,ALBANY
994,DOUGHERTY,47021,499 PINE BLUFF RD,ALBANY
995,DOUGHERTY,47013,1125 ANTIOCH RD,ALBANY
996,DOUGHERTY,47026,2600 RADIUM SPRINGS RD,ALBANY
997,DOUGHERTY,47028,1010 OLD PETORIA RD,ALBANY
998,DOUGHERTY,47025,2200 BARNESDALE WY,ALBANY
999,DOUGHERTY,47052,325 WHITNEY AVE,ALBANY
1000,DOUGHERTY,47072,2001 LEONARD AVE,ALBANY
1001,DOUGHERTY,47027,2600 PARTRIDGE DR,ALBANY
1002,DOUGHERTY,47010,1113 UNIVERSITY AVE,ALBANY
1003,DOUGLAS,48035,6903 JAMES D. SIMPSON AVE,DOUGLASVILLE
1004,DOUGLAS,48022,6754 CHURCH STREET,DOUGLASVILLE
1005,DOUGLAS,48012,11495 VETERANS MEMORIAL HW,DOUGLASVILLE
1006,DOUGLAS,48024,8138 MALONE STREET,DOUGLASVILE
1007,DOUGLAS,48021,9999 PARKWAY SOUTH,DOUGLASVILLE
1008,DOUGLAS,48013,3715 BRIGHT STAR RD,DOUGLASVILLE
1009,DOUGLAS,48014,5866 DORSETT SHOALS RD,DOUGLASVILLE
1010,DOUGLAS,48015,3989 CHAPEL HILL RD,DOUGLASVILLE
1011,DOUGLAS,48016,5357 CHAPEL HILL RD,DOUGLASVILLE
1012,DOUGLAS,48017,2544 POPE RD,DOUGLASVILLE
1013,DOUGLAS,48018,5400 STEWART MILL RD,DOUGLASVILLE
1014,DOUGLAS,48036,3099 CHAPEL HILL RD,DOUGLASVILLE
1015,DOUGLAS,48029,5900 PRESTLEY MILL RD,DOUGLASVILLE
1016,DOUGLAS,48019,3301 SHOALS SCHOOL RD,DOUGLASVILLE
1017,DOUGLAS,48028,5000 GEORGIA HIGHWAY 92,DOUGLASVILLE
1018,DOUGLAS,48001,2613 TYSON RD,VILLA RICA
1019,DOUGLAS,48002,13691 VETERANS MEMORIAL HW,WINSTON
1020,DOUGLAS,48032,6100 GA. HIGHWAY 5,DOUGLASVILLE
1021,DOUGLAS,48004,2960 SKYVIEW DR,LITHIA SPRINGS
1022,DOUGLAS,48005,8445 EPHESUS CHURCH RD,VILLA RICA
1023,DOUGLAS,48033,4979 GA. HIGHWAY 5,DOUGLASVILLE
1024,DOUGLAS,48007,7101 JUNIOR HIGH DR,LITHIA SPRINGS
1025,DOUGLAS,48034,10531 VETERAN MEMORIAL HWY,LITHIA SPRINGS
1026,DOUGLAS,48027,2520 EAST COUNTY LINE RD,LITHIA SPRINGS
1027,DOUGLAS,48010,2105 MACK RD,DOUGLASVILLE
1028,EARLY,49002,34 SHEFFIELD ST,CEDAR SPRINGS
1029,EARLY,49004,1030 BATES RD,BLAKELY
1030,EARLY,49004,1030 BATES RD,BLAKELY
1031,EARLY,49006,17 MCDONALD AVE.,BLAKELY
1032,EARLY,49011,13750 HWY 45,ARLINGTON
1033,EARLY,49012,30089 HWY 39,BLAKELY
1034,EARLY,49012,30089 HWY 39,BLAKELY
1035,EARLY,49012,30089 HWY 39,BLAKELY
1036,ECHOLS,50001,148 CHURCH OF GOD STREET,STATENVILLE
1037,EFFINGHAM,51016,1984 GA HIGHWAY 21 N,SPRINGFIELD
1038,EFFINGHAM,51012,812 BLUE JAY RD.,RINCON
1039,EFFINGHAM,51024,1952 NOEL C CONAWAY RD,GUYTON
1040,EFFINGHAM,51003,545 FAIR STREET,CLYO
1041,EFFINGHAM,51007,184 5TH ST,EGYPT
1042,EFFINGHAM,51008,144 ZEIGLER RD,BLOOMINGDALE
1043,EFFINGHAM,51010,5835 GA HIGHWAY 21 S,RINCON
1044,EFFINGHAM,51014,1004 LEXINGTON AVENUE,RINCON
1045,EFFINGHAM,51023,4752 GA HIGHWAY 17 S,GUYTON
1046,EFFINGHAM,51015,229 OHOOPEE AVE,MELDRIM
1047,EFFINGHAM,51006,810 CENTRAL AVE.,GUYTON
1048,EFFINGHAM,51021,131 ELKINS ST.,GUYTON
1049,EFFINGHAM,51019,305 WEISENBAKER ROAD,RINCON
1050,EFFINGHAM,51020,3430 GA HIGHWAY 21 S,RINCON
1051,EFFINGHAM,51018,1931 SANDHILL RD,GUYTON
1052,EFFINGHAM,51005,101 CLEVELAND ST,SPRINGFIELD
1053,EFFINGHAM,51017,155 GOSHEN RD,RINCON
1054,ELBERT,52001,209 E RAILROAD ST,BOWMAN
1055,ELBERT,52002,1010 CENTERVILLLE RD,ELBERTON
1056,ELBERT,52004,1923 PULLIAM MILL RD,DEWY ROSE
1057,ELBERT,52005,45 FOREST AVENUE,ELBERTON
1058,ELBERT,52006,2130 DR. GEORGE WARD RD.,ELBERTON
1059,ELBERT,52007,1065 LONGSTREET RD.,ELBERTON
1060,ELBERT,52010,3957 BRAD DIXON RD.,ELBERTON
1061,ELBERT,52011,2980 ROCK BRANCH RD.,ELBERTON
1062,ELBERT,52008,1680 G R HAYES DR,ELBERTON
1063,ELBERT,52009,1732 ATHENS HIGHWAY,ELBERTON
1064,ELBERT,52012,2122 WYCHE CIRCLE,ELBERTON
1065,EMANUEL,53026,107 NORA BLVD,ADRIAN
1066,EMANUEL,53006,28 OAK CHAPEL ROAD,KITE
1067,EMANUEL,53001,2569 CANOOCHEE GARFIELD RD,TWIN CITY
1068,EMANUEL,53012,723 WADLEY COLEMAN LAKE ROAD,MIDVILLE
1069,EMANUEL,53002,301 MONROE ST.,GARFIELD
1070,EMANUEL,53027,17 ALCOTT DR.,NUNEZ
1071,EMANUEL,53040,3866 HARRINGTON ST,OAK PARK
1072,EMANUEL,53016,306 N. 1ST STREET,STILLMORE
1073,EMANUEL,53015,37 SUMMERTOWN MAIN ST.,SUMMERTOWN
1074,EMANUEL,53007,220 S CIRCLE DR,SWAINSBORO
1075,EMANUEL,53009,105 CIRCLE DR.,TWIN CITY
1076,EVANS,54014,818 W. MAIN ST.,CLAXTON
1077,FANNIN,55004,221 SCHOOL HOUSE RD,EPWORTH
1078,FANNIN,55005,440 WEST FIRST ST,BLUE RIDGE
1079,FANNIN,55010,8578 LAKEWOOD HWY,MINERAL BLUFF
1080,FANNIN,55008,4793 HWY 2,BLUE RIDGE
1081,FANNIN,55006,27298 MORGANTON HWY,SUCHES
1082,FANNIN,55015,6161 MURPHY HWY,MINERAL BLUFF
1083,FANNIN,55012,58 MARCH LN OFF MAXWELL RD,BLUE RIDGE
1084,FANNIN,55014,860 SALEM RD,MINERAL BLUFF
1085,FANNIN,55001,12520 ASKA RD,BLUE RIDGE
1086,FANNIN,55007,13320 APPALACHIAN HWY,MORGANTON
1087,FANNIN,55003,44 LAKE DR,MORGANTON
1088,FANNIN,55013,4772 MOBILE RD,MCCAYSVILLE
1089,FAYETTE,56001,310 CORINTH ROAD,JONESBORO
1090,FAYETTE,56038,607 RIVERS ROAD,FAYETTEVILLE
1091,FAYETTE,56002,975 ROBINSON ROAD,PEACHTREE CITY
1092,FAYETTE,56003,119 MORGAN MILL ROAD,BROOKS
1093,FAYETTE,56004,101 PEACHTREE PKWY NORTH,PEACHTREE CITY
1094,FAYETTE,56030,400 WINDGATE RD,PEACHTREE CITY
1095,FAYETTE,56042,400 WINDGATE RD,PEACHTREE CITY  
1096,FAYETTE,56006,205 STONEWALL AVENUE EAST,FAYETTEVILLE
1097,FAYETTE,56007,175 EAST LANIER AVENUE,FAYETTEVILLE
1098,FAYETTE,56008,1821 HERITAGE PARK WAY,FAYETTEVILLE
1099,FAYETTE,56009,114 HICKORY ROAD,FAYETTEVILLE
1100,FAYETTE,56033,870 REDWINE ROAD,FAYETTEVILLE
1101,FAYETTE,56010,208 WILLOWBEND ROAD,PEACHTREE CITY
1102,FAYETTE,56012,601 STEVENS ENTRY,PEACHTREE CITY
1103,FAYETTE,56013,164 FLAT CREEK TRAIL,FAYETTEVILLE
1104,FAYETTE,56014,1183 HWY 92 SOUTH,FAYETTEVILLE
1105,FAYETTE,56016,101 WALT BANKS RD,PEACHTREE CITY
1106,FAYETTE,56017,351 JENKINS ROAD,TYRONE
1107,FAYETTE,56018,202 FIELDHOUSE DRIVE,PEACHTREE CITY
1108,FAYETTE,56019,205 LAFAYETTE AVE,FAYETTEVILLE
1109,FAYETTE,56020,1077 HWY 314,FAYETTEVILLE
1110,FAYETTE,56021,352 MCDONOUGH ROAD,FAYETTEVILLE
1111,FAYETTE,56027,1091 SOUTH JEFF DAVIS DRIVE,FAYETTEVILLE
1112,FAYETTE,56023,551 NEW HOPE ROAD,FAYETTEVILLE
1113,FAYETTE,56024,409 KENWOOD ROAD,FAYETTEVILLE
1114,FAYETTE,56025,847 NEW HOPE ROAD,FAYETTEVILLE
1115,FAYETTE,56026,200 LOG HOUSE ROAD,PEACHTREE CITY
1116,FAYETTE,56015,2130 REDWINE ROAD,FAYETTEVILLE
1117,FAYETTE,56028,500 KEDRON DRIVE,PEACHTREE CITY
1118,FAYETTE,56029,201 WILLOW BEND ROAD,PEACHTREE CITY
1119,FAYETTE,56032,183 PANTHER PATH,FAYETTEVILLE
1120,FAYETTE,56034,1332 HWY 92 SOUTH,FAYETTEVILLE
1121,FAYETTE,56035,203 MCINTOSH TRAIL,PEACHTREE CITY
1122,FAYETTE,56022,103 OLD NORTON ROAD,FAYETTEVILLE
1123,FAYETTE,56011,143 COMMERCE DRIVE,TYRONE
1124,FAYETTE,56036,115 HAMPTON ROAD,FAYETTEVILLE
1125,FLOYD,57001,528 BURNETT FERRY RD,ROME
1126,FLOYD,57035,2901 GARDEN LAKES BLVD NW,ROME
1127,FLOYD,57003,6648 BIG TEXAS VALLEY RD,ROME
1128,FLOYD,57032,10 B GEORGIA AVENUE,CAVE SPRING
1129,FLOYD,57006,4454 ALABAMA HWY NW,COOSA
1130,FLOYD,57009,314 BURNETT FERRY RD,ROME
1131,FLOYD,57010,111 MORRIS RD,ROME
1132,FLOYD,57026,16 E 12TH STREET,ROME
1133,FLOYD,57012,1469 FLOYD SPRINGS RD,ROME
1134,FLOYD,57017,2200 REDMOND CIRCLE NW,ROME
1135,FLOYD,57013,106 GARDEN AVE S.E.,LINDALE
1136,FLOYD,57014,112 LOMBARDY WAY,ROME
1137,FLOYD,57015,436 BRANHAM AVE,ROME
1138,FLOYD,57008,2341 EVERETT SPRINGS RD,ARMUCHEE
1139,FLOYD,57018,5385 MARTHA BERRY HWY,ROME
1140,FLOYD,57042,400 CIVIC CENTER DRIVE,ROME
1141,FLOYD,57020,3126 CEDARTOWN HWY,ROME
1142,FLOYD,57011,48 ASH STREET,ROME
1143,FLOYD,57004,400 CIVIC CENTER DIVE,ROME
1144,FLOYD,57021,40 MINSHEW ROAD,SHANNON
1145,FLOYD,57039,1325 KINGSTON ROAD,ROME
1146,FLOYD,57023,2767 CHULIO ROAD,ROME
1147,FLOYD,57019,102 NORTH FLOYD PARK RD,ROME
1148,FLOYD,57024,2632 CEDARTOWN HWY SW,ROME
1149,FLOYD,57025,146 LIVINGSTON RD,ROME
1150,FORSYTH,58041,5395 KEITH BRIDGE RD,CUMMING
1151,FORSYTH,58001,200 JAMES RD,ALPHARETTA
1152,FORSYTH,58002,2300 KEITH BRIDGE RD,CUMMING
1153,FORSYTH,58034,3560 SETTINGDOWN RD,CUMMING
1154,FORSYTH,58006,6905 CONCORD RD,CUMMING
1155,FORSYTH,58004,100 MAIN ST,CUMMING
1156,FORSYTH,58033,1597 SAWNEE DR,CUMMING
1157,FORSYTH,58009,2100 PEACHTREE PKWY,CUMMING
1158,FORSYTH,58038,4110 CAROLENE WAY,CUMMING
1159,FORSYTH,58011,6755 MAJORS RD,CUMMING
1160,FORSYTH,58005,5345 SETTINGDOWN RD,CUMMING
1161,FORSYTH,58039,6910 MCGINNIS FERRY RD,ALPHARETTA
1162,FORSYTH,58014,1979 BUFORD HWY,CUMMING
1163,FORSYTH,58032,5100 POST RD,CUMMING
1164,FORSYTH,58040,810 NICHOLS RD,SUWANEE
1165,FORSYTH,58021,5745 OLDE ATLANTA PKWY,SUWANEE
1166,FORSYTH,58037,1605 CANTON HWY,CUMMING
1167,FORSYTH,58027,3995 WATSON RD,CUMMING
1168,FORSYTH,58035,1950 SHARON RD,CUMMING
1169,FORSYTH,58031,4444 FRONT NINE DR,CUMMING
1170,FRANKLIN,59003,5071 HWY 17 P O BOX 159,CANON
1171,FRANKLIN,59007,9265 LAVONIA RD,CARNESVILLE
1172,FRANKLIN,59005,4747 HWY 198,CARNESVILLE
1173,FRANKLIN,59011,39 POOLE ST,LAVONIA
1174,FRANKLIN,59009,1333 PLEASANT HILL RD,MARTIN
1175,FRANKLIN,59016,310 RAILROAD ST,ROYSTON
1176,FRANKLIN,59017,3058 SANDY CROSS RD,ROYSTON
1177,FULTON,60602,"650 MT. VERNON HWY, NE",ATLANTA
1178,FULTON,60602,"650 MT. VERNON HWY, NE",ATLANTA
1179,FULTON,60310,"2715 PEACHTREE RD NE, FAM LIFE",ATLANTA
1180,FULTON,60310,"2715 PEACHTREE RD NE, FAM LIFE",ATLANTA
1181,FULTON,60310,"2715 PEACHTREE RD NE, FAM LIFE",ATLANTA
1182,FULTON,60801,"1620 DELOWE DRIVE, SW",ATLANTA
1183,FULTON,60834,285 SHERIDAN DRIVE,ATLANTA
1184,FULTON,60834,285 SHERIDAN DRIVE,ATLANTA
1185,FULTON,60828,4055 FLAT SHOALS ROAD,UNION
1186,FULTON,60828,4055 FLAT SHOALS ROAD,UNION
1187,FULTON,60828,4055 FLAT SHOALS ROAD,UNION
1188,FULTON,60828,4055 FLAT SHOALS ROAD,UNION
1189,FULTON,60828,4055 FLAT SHOALS ROAD,UNION
1190,FULTON,60828,4055 FLAT SHOALS ROAD,UNION
1191,FULTON,60881,66 BROOKS VIEW DRIVE,FAIRBURN
1192,FULTON,60361,5575 ABBOTTS BRIDGE RD,DULUTH
1193,FULTON,60746,254 JOHNSON FERRY RD,SANDY SPRINGS
1194,FULTON,60746,254 JOHNSON FERRY RD,SANDY SPRINGS
1195,FULTON,60746,254 JOHNSON FERRY RD,SANDY SPRINGS
1196,FULTON,60756,2231 CAMPBELLTON RD,ATLANTA
1197,FULTON,60756,2231 CAMPBELLTON RD,ATLANTA
1198,FULTON,60803,1625 JOSEPH E BOONE BLVD NW,ATLANTA
1199,FULTON,60225,12624 BROADWELL ROAD,ALPHARETTA
1200,FULTON,60225,12624 BROADWELL ROAD,ALPHARETTA
1201,FULTON,60225,12624 BROADWELL ROAD,ALPHARETTA
1202,FULTON,60010,192 MAYFIELD ROAD,ALPHARETTA
1203,FULTON,60206,3595 WEBB BRIDGE RD,ATLANTA
1204,FULTON,60206,3595 WEBB BRIDGE RD,ATLANTA
1205,FULTON,60206,3595 WEBB BRIDGE RD,ATLANTA
1206,FULTON,60759,10 PARK PLAZA,ALPHARETTA
1207,FULTON,60853,201 WILLS RD,ALPHARETTA
1208,FULTON,60013,540 CAMERON ALEX. BLVD.,ATLANTA
1209,FULTON,60013,540 CAMERON ALEX. BLVD.,ATLANTA
1210,FULTON,60869,1614 ARTHUR LANGFORD JR PL SW,ATLANTA
1211,FULTON,60871,3353 MT OLIVE RD,ATLANTA
1212,FULTON,60892,130 WEST PACES FERRY RD NW,ATLANTA
1213,FULTON,60021,4110 OLD ALABAMA ROAD,ALPHARETTA
1214,FULTON,60021,4110 OLD ALABAMA ROAD,ALPHARETTA
1215,FULTON,60743,3900 AVIATION CIRCLE NW,ATLANTA
1216,FULTON,60705,6015 FELDWOOD ROAD,COLLEGE PARK
1217,FULTON,60023,9425 BARNWELL RD,ALPHARETTA
1218,FULTON,60706,7415 HERNDON RD,ATLANTA
1219,FULTON,60706,7415 HERNDON RD,ATLANTA
1220,FULTON,60267,2257 BOLLINGBROOK DR SW,ATLANTA
1221,FULTON,60267,2257 BOLLINGBROOK DR SW,ATLANTA
1222,FULTON,60887,3689 CAMPBELLTON RD SW,ATLANTA
1223,FULTON,60051,200 CASSANOVA ST SE,ATLANTA
1224,FULTON,60028,291 HAMILTON E HOLMES DR NW.,ATLANTA
1225,FULTON,60028,291 HAMILTON E HOLMES DR NW.,ATLANTA
1226,FULTON,60866,5925 OLD CARRIAGE DR, ATLANTA
1227,FULTON,60542,894 CONSTITUTION ROAD SE,ATLANTA
1228,FULTON,60222,14865 BIRMINGHAM HWY,MILTON
1229,FULTON,60222,14865 BIRMINGHAM HWY,MILTON
1230,FULTON,60870,2268 ADAMS DRIVE,ATLANTA
1231,FULTON,60873,2885 CHURCH ST, EAST POINT
1232,FULTON,60166,2741 HOWELL MILL RD NW,ATLANTA
1233,FULTON,60145,3250 HAMMARSKJOLD DR,EAST POINT
1234,FULTON,60033,269 BUCKHEAD AVE NE,ATLANTA
1235,FULTON,60891,3110 ROSWELL RD NE,ATLANTA
1236,FULTON,60168,2945 BURDETT RD,ATLANTA
1237,FULTON,60168,2945 BURDETT RD,ATLANTA
1238,FULTON,60640,315 RALPH MCGILL BLVD NE,ATLANTA
1239,FULTON,60640,315 RALPH MCGILL BLVD NE,ATLANTA
1240,FULTON,60180,1565 M L KING JR DR SW,ATLANTA
1241,FULTON,60180,1565 M L KING JR DR SW,ATLANTA
1242,FULTON,60005,3201 M L KING JR DRIVE SW,ATLANTA
1243,FULTON,60812,2845 BETHANY BEND,MILTON
1244,FULTON,60856,4345 WELCOME ALL TERRACE,ATLANTA
1245,FULTON,60036,4320 HERSCHEL ROAD,COLLEGE PARK
1246,FULTON,60036,4320 HERSCHEL ROAD,COLLEGE PARK
1247,FULTON,60036,4320 HERSCHEL ROAD,COLLEGE PARK
1248,FULTON,60036,4320 HERSCHEL ROAD,COLLEGE PARK
1249,FULTON,60036,4320 HERSCHEL ROAD,COLLEGE PARK
1250,FULTON,60036,4320 HERSCHEL ROAD,COLLEGE PARK
1251,FULTON,60036,4320 HERSCHEL ROAD,COLLEGE PARK
1252,FULTON,60036,4320 HERSCHEL ROAD,COLLEGE PARK
1253,FULTON,60036,4320 HERSCHEL ROAD,COLLEGE PARK
1254,FULTON,60036,4320 HERSCHEL ROAD,COLLEGE PARK
1255,FULTON,60038,"2326 VENETIAN DR., SW",ATLANTA
1256,FULTON,60039,2744 PEACHTREE RD NW,ATLANTA
1257,FULTON,60754,100 IVAN ALLEN JR. BLVD. NW,ATLANTA
1258,FULTON,60781,400 MERRITS AVENUE NE,ATLANTA
1259,FULTON,60781,400 MERRITS AVENUE NE,ATLANTA
1260,FULTON,60287,501 MITCHELL ST SW,ATLANTA
1261,FULTON,60045,140 WEST WIEUCA RD NW,ATLANTA
1262,FULTON,60045,140 WEST WIEUCA RD NW,ATLANTA
1263,FULTON,60686,6505 RICO ROAD,CHATTAHOOCHEE HILLS
1264,FULTON,60686,6505 RICO ROAD,CHATTAHOOCHEE HILLS
1265,FULTON,60686,6505 RICO ROAD,CHATTAHOOCHEE HILLS
1266,FULTON,60686,6505 RICO ROAD,CHATTAHOOCHEE HILLS
1267,FULTON,60686,6505 RICO ROAD,CHATTAHOOCHEE HILLS
1268,FULTON,60755,7345 RED OAK RD,UNION CITY
1269,FULTON,60755,7345 RED OAK RD,UNION CITY
1270,FULTON,60755,7345 RED OAK RD,UNION CITY
